Property name,property info,price range,flat_details,Average price,facing,Build up area,Posession date
,Delhi In Apartment 2,₹30.0 L - 42.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹5.52 K/sq.ft,,540.0 sq.ft,"May, 2019"
,Goyal Rajat Goyal Affordable Homes3.7,₹19 L - 63 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,405.0 sq.ft,"Jan, 2019"
,Sh JMD The Ananta Apartments,₹16.2 L - 48.6 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹4.5 K/sq.ft,,360.0 sq.ft,"Nov, 2019"
,Om Sai Affordable Homes,₹17 L - 50 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Nov, 2019"
,S Gambhir Homes4,₹21.0 L - 75.0 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Aug, 2019"
,Krishna Affordable Homes3.4,₹27 L - 80 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Nov, 2019"
,Decent Floors,₹15 L - 32.0 L,"1, 2 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Dec, 2016"
,Malhotra Floors 2,₹30.0 L - 45.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,700.0 sq.ft,"Aug, 2017"
,NZ Associate Project 5,₹30 L,2 BHK Independent Floor for sale in Sewak Park,₹3.49 K/sq.ft,,860.0 sq.ft,"Apr, 2015"
,SBA Apartments,₹65.0 L,3 BHK Flat for sale in Dwarka Mor,₹7.22 K/sq.ft,,900.0 sq.ft,"May, 2017"
,A One Homes,₹16.0 L - 60 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,415.0 sq.ft,"Jun, 2019"
,Guru Ji Homes1RERA,₹25.9 L - 92.0 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,500.0 sq.ft,"Dec, 2019"
, Homes 3,Price on Request,2 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,504.0 sq.ft,"Apr, 2017"
,Sh JMD The Vinayak,₹32 L - 72 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹8.0 K/sq.ft,,400.0 sq.ft,"Nov, 2019"
,Mittal Affordable And Luxry homes,₹17 L - 48 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,405.0 sq.ft,"Dec, 2019"
,S Gambhir Homes IV,₹35.84 L,2 BHK Flat for sale in Dwarka Mor,₹5.12 K/sq.ft,,700.0 sq.ft,"Feb, 2015"
,S Gambhir Homes II,₹50.0 L,3 BHK Flat for sale in Dwarka Mor,₹5.56 K/sq.ft,,900.0 sq.ft,"Feb, 2015"
,Ms Floor Vii,₹32.0 L - 45.0 L,"2, 3 BHK Independent Floors for sale in Dwarka Mor",₹None K/sq.ft,,495.0 sq.ft,"Jun, 2015"
,Kalra Homes,₹7.0 L,1 BHK Independent Floor for sale in Dwarka Mor,₹2.59 K/sq.ft,,270.0 sq.ft,"May, 2015"
,SBA Homes - II,₹45 L,3 BHK Independent Floor for sale in Dwarka Mor,₹5.0 K/sq.ft,,900.0 sq.ft,"Oct, 2014"
,Sunrise Home - I5,₹45.0 L,1 BHK Bungalow for sale in Dwarka Mor,₹13.16 K/sq.ft,,342.0 sq.ft,"Jun, 2014"
,Sahil Homes - I,₹16.0 L,2 BHK Independent Floor for sale in Dwarka Mor,₹3.56 K/sq.ft,,450.0 sq.ft,"Jul, 2015"
,8 Majestic Homes - VIII,₹35.0 L,3 BHK Independent Floor for sale in Dwarka Mor,₹4.86 K/sq.ft,,720.0 sq.ft,"Apr, 2015"
,Balaji Yash Appartment - I,₹18 L,2 BHK Independent Floor for sale in Dwarka Mor,₹3.6 K/sq.ft,,500.0 sq.ft,"Nov, 2014"
,MS Floor II,₹17.0 L - 30.0 L,"1, 2 BHK Independent Floors for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"Apr, 2015"
,Baba Sai Homes I,₹22.0 L,2 BHK Independent Floor for sale in Dwarka Mor,₹3.67 K/sq.ft,,600.0 sq.ft,"Apr, 2015"
,Friends Sai Apartment - 1,₹24.3 L,2 BHK Independent Floor for sale in Sewak Park,₹4.5 K/sq.ft,,540.0 sq.ft,"Sep, 2014"
,Kailash Homes - II4.3,₹20.0 L,2 BHK Independent Floor for sale in Dwarka Mor,₹4.44 K/sq.ft,,450.0 sq.ft,"Jan, 2015"
,Durga Floors - IV,₹16.0 L,1 BHK Independent Floor for sale in Sewak Park,₹4.44 K/sq.ft,,360.0 sq.ft,"Feb, 2015"
,SSP Floors III,₹75.0 L,3 BHK Independent Floor for sale in Dwarka Mor,₹11.11 K/sq.ft,,675.0 sq.ft,"Oct, 2016"
,Sarna Homes,₹55.0 L,3 BHK Independent Floor for sale in Dwarka Mor,₹6.11 K/sq.ft,,900.0 sq.ft,"Nov, 2014"
,Jma Homes- III,₹38.0 L,3 BHK Independent Floor for sale in Dwarka Mor,₹4.22 K/sq.ft,,900.0 sq.ft,"Sep, 2014"
,Aggarwal Homes - VII,₹39.99 L,2 BHK Independent Floor for sale in Dwarka Mor,₹5.93 K/sq.ft,,675.0 sq.ft,"Jul, 2014"
,8 Majestic Homes - III,₹64.99 L,3 BHK Independent Floor for sale in Dwarka Mor,₹5.35 K/sq.ft,,1215.0 sq.ft,"Feb, 2015"
,Sachdeva Floors - I,₹55.0 L,3 BHK Independent Floor for sale in Sewak Park,₹6.11 K/sq.ft,,900.0 sq.ft,"May, 2014"
,Om Bhawan - I,₹49.35 L,2 BHK Flat for sale in Sewak Park,₹4.7 K/sq.ft,,1050.0 sq.ft,"Oct, 2014"
,Shiv Kushal Home-2,₹14.4 L - 21.6 L,"1, 2 BHK Independent Floors for sale in Dwarka Mor",₹4.0 K/sq.ft,,360.0 sq.ft,"Oct, 2014"
,Shree Satnam Gokul Dham 3,₹49.5 L,3 BHK Independent Floor for sale in Dwarka Mor,₹5.0 K/sq.ft,,990.0 sq.ft,"Oct, 2014"
,B B Homes,₹27 L,2 BHK Independent Floor for sale in Dwarka Mor,₹5.0 K/sq.ft,,540.0 sq.ft,"Feb, 2015"
,Eshaan Homes - VI,₹24.8 L,2 BHK Independent Floor for sale in Dwarka Mor,₹4.44 K/sq.ft,,558.0 sq.ft,"Jun, 2014"
,SKA Floors I,₹75.0 L,3 BHK Flat for sale in Dwarka Mor,₹6.67 K/sq.ft,,1125.0 sq.ft,"Nov, 2014"
,JMA Homes- X,₹22.0 L,2 BHK Independent Floor for sale in Dwarka Mor,₹4.89 K/sq.ft,,450.0 sq.ft,"Oct, 2014"
,KBD Homes - I,₹24.75 L - 55 L,"1, 3 BHK Independent Floors for sale in Dwarka Mor",₹5.5 K/sq.ft,,450.0 sq.ft,"Jan, 2015"
,Shreeji Floors,₹34.34 L,2 BHK Independent Floor for sale in Sewak Park,₹5.3 K/sq.ft,,648.0 sq.ft,"Mar, 2015"
,Rama Homes I4.6,₹25.0 L,2 BHK Independent Floor for sale in Sewak Park,₹5.56 K/sq.ft,,450.0 sq.ft,"Jan, 2015"
,Sachdeva Floors - III,₹45.0 L,2 BHK Independent Floor for sale in Sewak Park,₹7.69 K/sq.ft,,585.0 sq.ft,"Nov, 2016"
,Sharma Deepak Homes - I,₹48.0 L,3 BHK Independent Floor for sale in Dwarka Mor,₹5.33 K/sq.ft,,900.0 sq.ft,"Dec, 2014"
,Jai Tirupati Balaji Floors - II,₹27.5 L - 62.49 L,"1, 2, 3 BHK Independent Floors for sale in Sewak Park",₹5.55 K/sq.ft,,495.0 sq.ft,"Oct, 2016"
,8 Majestic Homes - IV,₹45 L,3 BHK Independent Floor for sale in Dwarka Mor,₹5.0 K/sq.ft,,900.0 sq.ft,"Feb, 2015"
,Shri Agarsen Bhumi Aggarwal Homes - VI,₹49.01 L,3 BHK Flat for sale in Dwarka Mor,₹5.45 K/sq.ft,,900.0 sq.ft,"Feb, 2014"
,MS Floor IV,₹48.0 L,3 BHK Independent Floor for sale in Dwarka Mor,₹5.33 K/sq.ft,,900.0 sq.ft,"Sep, 2015"
,MS Floor V,₹30.0 L,2 BHK Independent Floor for sale in Dwarka Mor,₹5.52 K/sq.ft,,544.0 sq.ft,"May, 2015"
,Satya Sai Floors-1,₹49.83 L,3 BHK Flat for sale in Dwarka Mor,₹5.65 K/sq.ft,,882.0 sq.ft,"Feb, 2015"
,Mayank Home - I,₹25.0 L,2 BHK Independent Floor for sale in Dwarka Mor,₹4.45 K/sq.ft,,562.0 sq.ft,"Aug, 2015"
,Kodan Homes - III,₹49.5 L,3 BHK Independent Floor for sale in Dwarka Mor,₹5.5 K/sq.ft,,900.0 sq.ft,"Oct, 2014"
,MS Floor VI,₹30.06 L,2 BHK Independent Floor for sale in Dwarka Mor,₹5.52 K/sq.ft,,545.0 sq.ft,"Jul, 2015"
,Bhagwan Homes - VII,₹23.4 L,1 BHK Independent Floor for sale in Dwarka Mor,₹5.2 K/sq.ft,,450.0 sq.ft,"Nov, 2014"
,Raghuvanshi Floors - III,₹23.4 L,1 BHK Independent Floor for sale in Dwarka Mor,₹4.0 K/sq.ft,,585.0 sq.ft,"Jun, 2014"
,MS Floor - I,₹30.0 L,2 BHK Independent Floor for sale in Dwarka Mor,₹6.67 K/sq.ft,,450.0 sq.ft,"Jan, 2015"
,Vaibhav Residency,₹36 L,2 BHK Flat for sale in Dwarka Mor,₹6.0 K/sq.ft,,600.0 sq.ft,"Oct, 2014"
,RAB Homes,₹20.0 L,2 BHK Independent Floor for sale in Dwarka Mor,₹4.45 K/sq.ft,,450.0 sq.ft,"Jun, 2015"
,8 Majestic Homes II,₹64.99 L,4 BHK Independent Floor for sale in Dwarka Mor,₹6.02 K/sq.ft,,1080.0 sq.ft,"Oct, 2015"
,Durga Floors - II,₹35.0 L,3 BHK Independent Floor for sale in Dwarka Mor,₹3.5 K/sq.ft,,999.0 sq.ft,"Dec, 2014"
,Shri Balaji Maa Siddhi Vinayak Apartment,₹19.8 L - 39.6 L,"1, 3 BHK Flats for sale in Dwarka Mor",₹4.4 K/sq.ft,,450.0 sq.ft,"Jul, 2014"
,Countrywide CWIS Homes - I,₹35.0 L - 55.0 L,"2, 3 BHK Independent Floors for sale in Dwarka Mor",₹None K/sq.ft,,720.0 sq.ft,"Mar, 2014"
,LS Homes IV,₹19.99 L,1 BHK Independent Floor for sale in Dwarka Mor,₹3.89 K/sq.ft,,514.0 sq.ft,"Mar, 2015"
,Amrit Homes 54.3,₹41.99 L,3 BHK Independent Floor for sale in Sewak Park,₹4.67 K/sq.ft,,900.0 sq.ft,"Dec, 2015"
,Jma Homes - VII,₹60.0 L,3 BHK Independent Floor for sale in Dwarka Mor,₹6.67 K/sq.ft,,900.0 sq.ft,"Jan, 2015"
,S Gambhir Affordables And Luxury Homes1.5,₹25.0 L - 52 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,700.0 sq.ft,"Aug, 2019"
,SSV Smart FloorsRERA,₹16 L - 38 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Nov, 2020"
,Ganpati Affordable Homes5RERA,₹16 L - 40 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Mar, 2021"
,Guru Ji SocietyRERA,₹17 L - 60 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Aug, 2021"
,Krishna Affordable HomesRERA,₹23.7 L - 52 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Sep, 2021"
,Majestic AffordablesRERA,₹23.0 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Oct, 2021"
,Chanchal SerenityRERA,₹21.0 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,580.0 sq.ft,"Nov, 2021"
,Delhi The GalleriaRERA,₹21.1 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,520.0 sq.ft,"Nov, 2021"
,Swastik The Royal AdressRERA,₹17.0 L - 30 L,"1, 2 BHK Flats for sale in Dwarka Mor",₹4.93 K/sq.ft,,350.0 sq.ft,"Dec, 2021"
,BMS Affordable Homes 15RERA,₹14 L - 70 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Mar, 2022"
,City Luxury Homes,₹15 L - 70 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Apr, 2020"
,Shree Luxury Homes3.7,₹15 L - 70 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Jun, 2020"
,Delhi Homes 24.4,₹14 L - 70 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Mar, 2022"
,Innovative Affordable And Luxury Homes,₹27 L - 69 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,600.0 sq.ft,"Feb, 2020"
,Swastik Affordable Homes,₹26.0 L - 50.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Jan, 2020"
,Innovative Affordable Homes,₹27 L - 69 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,600.0 sq.ft,"Feb, 2020"
,Delhi Homes 4,₹16 L - 50 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Jun, 2020"
,JMD Smart Homes,₹15 L - 65 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"Mar, 2020"
,Guru Ji Gupta Affordable And Luxury Homes3.7RERA,₹22 L - 90 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,500.0 sq.ft,"Dec, 2020"
,Aggarwal Viraj Luxury HomesRERA,₹22 L - 27 L,2 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,550.0 sq.ft,"Apr, 2020"
,Virat Affordable Homes4.3RERA,₹28 L - 70 L,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,560.0 sq.ft,"Feb, 2021"
,Sidharth Luxury HomesRERA,₹17.5 L - 55 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,420.0 sq.ft,"Nov, 2021"
,JSK Homes ARERA,₹14 L - 40 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Oct, 2021"
,Delhi Luxury LivingsRERA,₹22.0 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,530.0 sq.ft,"Nov, 2021"
,Green The PeaceRERA,₹22 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Nov, 2021"
,Swastik The AffordablesRERA,₹30.0 L - 45 L,3 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,760.0 sq.ft,"Dec, 2021"
,Goyal Affordable Floors5,₹19 L - 70 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Jun, 2020"
,Aashirwad Smart Floors4.3,₹19 L - 70 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Jun, 2020"
,Guru Ji Budget HomesRERA,₹13 L - 18 L,1 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,300.0 sq.ft,"Feb, 2022"
,Green Valley Homes 15RERA,₹23.5 L - 60.0 L,"2, 3 BHK Flats for sale in Vikaspuri",₹None K/sq.ft,,460.0 sq.ft,"Nov, 2020"
,SRK Luxury LivingRERA,₹23 L - 70.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,500.0 sq.ft,"May, 2021"
,Khatushyam Homes 1RERA,₹23.0 L - 60.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Jan, 2022"
,Munish Manchanda Atero Affordables 2,₹23 L - 26.0 L,2 BHK Flat for sale in Dwarka Mor,₹5.76 K/sq.ft,,400.0 sq.ft,"Nov, 2019"
,Space Aanantham Apartments,₹18 L - 54.0 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Apr, 2017"
,Space Aaradhana Apartments,₹9.0 L - 40.5 L,"1.5, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,270.0 sq.ft,"Mar, 2017"
,Unicon Floors,₹14.0 L - 27.0 L,"1, 2, 3 BHK Flats for sale in Uttam Nagar",₹None K/sq.ft,,360.0 sq.ft,"Jun, 2018"
,Daman DM Homes,₹16 L - 52 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Feb, 2019"
,8 Majestic Home,₹35.0 L - 64.99 L,"3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,720.0 sq.ft,"Dec, 2015"
,Munish Manchanda Atero Affordables And Luxury Homes,₹23.0 L - 64.99 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,410.0 sq.ft,"Nov, 2019"
,Adarsh Apartment,₹14 L - 37 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"Apr, 2019"
,Adarsh Homes Builder Floors Apartment,₹14 L - 37 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"Apr, 2019"
,Globe Affordable Homes,₹16 L - 65 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,405.0 sq.ft,"Jan, 2020"
,Siddhi Affoddable and Luxury Homes,₹18 L - 48 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,"Mar, 2019"
,Goyal Sachin Goyal Affordable Homes,₹19 L - 63 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,405.0 sq.ft,"Jan, 2019"
,Royal Homes4,₹16 L - 52 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Feb, 2019"
,Mr Ujjwal Kushwaha Affordable Homes,₹19 L - 90 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,405.0 sq.ft,"Jan, 2019"
,Guru Ji Homes,₹27.97 L,2 BHK Flat for sale in Dwarka Mor,₹5.18 K/sq.ft,,540.0 sq.ft,"Dec, 2019"
,Surya Builders Delhi Apartment,Price on Request,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,585.0 sq.ft,"Jun, 2015"
,Munish Manchanda M2 Luxury Homes,₹50.63 L - 54.38 L,3 BHK Flat for sale in Dwarka Mor,₹7.5 K/sq.ft,,675.0 sq.ft,"Nov, 2019"
,Guru Ji Homes Part 1,₹16 L - 35.0 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹3.94 K/sq.ft,,400.0 sq.ft,"Dec, 2020"
,Adarsh Builder Floors,₹18 L - 27 L,2 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,495.0 sq.ft,"Apr, 2019"
,Swastik Homes4.4,₹23 L - 48.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Nov, 2019"
,Guru Ji Homes Part 2,₹18 L - 60 L,"1, 2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,500.0 sq.ft,"Dec, 2019"
,Adarsh Apartments,₹19 L - 27 L,2 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,450.0 sq.ft,"Aug, 2019"
,Swastik Affordables And Luxury Homes,₹26.0 L - 50.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Nov, 2019"
,Shree Krishna Floors I,₹80.0 L,3 BHK Flat for sale in Dwarka Mor,₹7.11 K/sq.ft,,1125.0 sq.ft,"Oct, 2014"
,Bharath Hi Tech Balaji Apartment,₹28.0 L,2 BHK Flat for sale in Dwarka Mor,₹4.64 K/sq.ft,,603.0 sq.ft,"Apr, 2014"
,Shri Balaji Bhagwati Apartment,₹15.84 L - 23.76 L,"1, 2 BHK Flats for sale in Dwarka Mor",₹4.4 K/sq.ft,,360.0 sq.ft,"Jan, 2015"
,Shiv Apartment II,₹24.3 L - 36.45 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹4.5 K/sq.ft,,540.0 sq.ft,"May, 2014"
, West Line Heights,Price on Request,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,700.0 sq.ft,
,SB Janta Homes,Price on Request,"1, 2 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,
,Angels Luxurious Residency,Price on Request,"1, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.04 sq.ft,
,Shristi Affordable LivingsRERA,₹25.0 L - 42.0 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹5.52 K/sq.ft,,450.0 sq.ft,"Aug, 2020"
,Swastik Affordables And Luxury Homes 3,Price on Request,"1, 2 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,400.0 sq.ft,"Dec, 2021"
,R P Bala Ji Homes,₹27 L - 70 L,"2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,550.0 sq.ft,"Nov, 2020"
,Shristi Affordables And Luxury Homes,₹25.0 L - 1.0 Cr,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Aug, 2020"
,Shristi Homes,₹24.0 L - 1.0 Cr,"2, 3, 4 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Aug, 2020"
,R P Krishna Homes,₹16 L - 38 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,450.0 sq.ft,"Nov, 2020"
,Shiv Kushal Home 1,Price on Request,1 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,400.0 sq.ft,
,Virat Affordable And Luxury Homes5,₹19 L - 47 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,500.0 sq.ft,"Jan, 2020"
,Kalsi Affordable Builder Floors,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,Bharat Floors,₹22.0 L - 30.0 L,2 BHK Flat for sale in Dwarka Mor,₹None K/sq.ft,,450.04 sq.ft,
,Rituraj Luxury Homes,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,Mahansariya Bhawan,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,Yamunotri Homes,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
, Deepak Homes 1,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,Tushar Associates Floors 2,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,V G 2,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,Shri Balaji Properties And Builders Balaji Appartment,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,"Nov, 2014"
,Globe Globe Homes 4,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,"Sep, 2016"
,Neev Residency4.5,₹12.5 L - 74.99 L,"1, 2, 3 BHK Flats for sale in Dwarka Mor",₹None K/sq.ft,,360.0 sq.ft,
,Decent Retailers And Builders 3,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,Raghuvanshi Developers and Energy Solutions Floors 5,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,Sai Sai Sevak Builder Floors,Price on Request, BHK  for sale in Sewak Park,₹None K/sq.ft,,None sq.ft,"Oct, 2016"
,Sai Builders And Developers Jeevan Builder Floors ,Price on Request, BHK  for sale in Sewak Park,₹None K/sq.ft,,None sq.ft,
, Nawada Housing Complex,₹14.5 L,2 BHK Flat for sale in Dwarka Mor,₹2.69 K/sq.ft,,540.0 sq.ft,
,CWIS Homes 2,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,Ashirwad Apartment,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,Dream Home,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,DPW Housing Organization DPWHO Project 1A,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,RWA C Block Mohan Garden,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
, SBA B 172,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
, SBA E 54,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,Eshaan Builders Homes 5,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,Dev Floors 2,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,Countrywide Countrywide CWIS Homes - III,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,"May, 2015"
,Sai Builders And Developers Kunj 1,Price on Request, BHK  for sale in Dwarka Mor,₹None K/sq.ft,,None sq.ft,
,Sai Deep Builder Floors,Price on Request,2 BHK Flat for sale in Sewak Park,₹None K/sq.ft,,6727.44 sq.ft,
